payment_id,loan_id,payment_date,due_date,payment_amount,principal_component,interest_component,fee_component,days_past_due,currency,payment_method
582,44,2023-03-07,2023-03-12,1000692.28,749486.2,249653.38,1552.7,0,USD,Check
583,44,2023-12-03,2023-12-07,3531967.87,3129652.87,400322.2,1992.8,1,USD,ACH
584,44,2024-08-28,2024-09-02,1011260.41,709134.34,300864.76,1261.31,0,USD,Check
585,44,2025-05-25,2025-05-30,389399.93,176848.29,212157.6,394.04,0,USD,Check
586,44,2026-02-21,2026-02-24,4353066.07,4020625.96,332430.74,9.37,2,USD,ACH
587,44,2026-11-17,2026-11-22,2948584.81,2666625.17,280248.89,1710.75,0,USD,ACH
588,45,2023-12-21,2023-12-24,134475.81,76026.87,58145.8,303.14,2,EUR,Check
589,45,2024-02-27,2024-03-03,637940.82,552704.26,84546.05,690.51,0,EUR,Wire
590,45,2024-05-12,2024-05-12,217092.27,154776.76,61299.06,1016.45,5,EUR,Check
591,45,2024-07-16,2024-07-21,637297.71,563781.78,73266.61,249.32,0,EUR,Check
592,45,2024-09-24,2024-09-29,360327.94,317411.52,41871.94,1044.48,0,EUR,ACH
593,45,2024-12-13,2024-12-08,174422.69,103974.38,70072.66,375.65,10,EUR,Wire
594,45,2025-02-21,2025-02-16,534809.88,476395.0,58178.23,236.65,10,EUR,Check
595,45,2025-04-22,2025-04-27,88370.03,30810.52,55604.55,1954.96,0,EUR,Check
596,45,2025-07-03,2025-07-06,927180.54,838428.28,88492.11,260.15,2,EUR,Wire
597,45,2025-09-19,2025-09-14,245673.52,173821.93,70271.51,1580.08,10,EUR,Wire
598,45,2025-11-18,2025-11-23,191715.8,136418.63,54969.71,327.46,0,EUR,ACH
599,45,2026-01-27,2026-02-01,944031.25,864112.58,79546.7,371.97,0,EUR,Check
600,45,2026-04-07,2026-04-12,612461.59,532088.65,78429.53,1943.41,0,EUR,Wire
601,45,2026-06-17,2026-06-21,299183.92,242385.71,55012.44,1785.77,1,EUR,Check
602,45,2026-09-04,2026-08-30,279276.21,198465.98,78936.17,1874.06,10,EUR,Check
603,45,2026-11-08,2026-11-08,109146.2,25956.43,81466.49,1723.28,5,EUR,Check
604,45,2027-01-12,2027-01-17,162271.65,115159.77,46495.47,616.41,0,EUR,Wire
605,46,2025-01-18,2025-01-23,2348434.62,2106623.0,241630.98,180.64,0,EUR,Check
606,46,2025-02-07,2025-02-12,1534803.57,1149481.2,384599.23,723.14,0,EUR,Check
607,46,2025-03-04,2025-03-04,2362653.59,2072415.42,288313.59,1924.58,5,EUR,ACH
608,46,2025-03-21,2025-03-24,797299.03,412802.12,384149.32,347.59,2,EUR,Wire
609,46,2025-04-10,2025-04-14,1335347.27,991196.17,344050.64,100.46,1,EUR,Wire
610,46,2025-05-04,2025-05-04,2067123.77,1756945.24,308285.2,1893.33,5,EUR,ACH
611,46,2025-05-19,2025-05-24,1540176.48,1318910.59,221128.83,137.06,0,EUR,Wire
612,46,2025-06-19,2025-06-14,979144.4,653255.58,323959.19,1929.63,10,EUR,Wire
613,46,2025-07-01,2025-07-04,645885.58,410070.82,234101.61,1713.15,2,EUR,Check
614,46,2025-07-29,2025-07-24,2106470.96,1798580.68,307662.51,227.77,10,EUR,ACH
615,46,2025-08-14,2025-08-14,2176448.41,1921958.02,253128.48,1361.91,5,EUR,Wire
616,46,2025-08-29,2025-09-03,1279596.14,936285.2,341555.72,1755.22,0,EUR,Check
617,46,2025-09-18,2025-09-23,2181134.56,1958964.92,221155.63,1014.01,0,EUR,ACH
618,46,2025-10-11,2025-10-14,2917766.46,2647730.46,269628.72,407.28,2,EUR,ACH
619,46,2025-10-29,2025-11-03,2963515.12,2658000.94,304610.76,903.42,0,EUR,Wire
620,46,2025-11-23,2025-11-23,1739935.22,1526487.55,211628.14,1819.53,5,EUR,ACH
621,46,2025-12-09,2025-12-14,2090056.45,1706761.44,383221.55,73.46,0,EUR,Check
622,46,2025-12-29,2026-01-03,1359037.44,1121970.13,236766.74,300.57,0,EUR,Wire
623,46,2026-01-18,2026-01-23,2112675.81,1906932.25,203852.2,1891.36,0,EUR,Check
624,46,2026-02-08,2026-02-13,1945195.26,1558343.56,385499.11,1352.59,0,EUR,Check
625,47,2024-09-09,2024-09-09,1153152.87,856782.21,295706.71,663.95,5,GBP,Wire
626,47,2024-12-15,2024-12-18,1377958.21,1048482.9,328826.22,649.09,2,GBP,ACH
627,47,2025-03-25,2025-03-28,2046868.41,1717470.21,328437.72,960.48,2,GBP,Check
628,47,2025-07-02,2025-07-06,836622.94,536074.07,299756.96,791.91,1,GBP,Check
629,47,2025-10-20,2025-10-15,3239920.27,2923683.83,314659.92,1576.52,10,GBP,ACH
630,47,2026-01-18,2026-01-23,1118682.67,863269.99,254617.66,795.02,0,GBP,Check
631,47,2026-05-08,2026-05-03,529258.53,249179.92,278394.21,1684.4,10,GBP,Check
632,47,2026-08-07,2026-08-12,639670.84,295784.37,342270.1,1616.37,0,GBP,Wire
633,48,2024-11-07,2024-11-12,545208.54,491069.26,53410.46,728.82,0,GBP,Wire
634,48,2025-02-02,2025-02-05,300889.88,247750.41,51790.42,1349.05,2,GBP,ACH
635,48,2025-04-29,2025-05-02,51421.8,965.53,49930.5,525.77,2,GBP,Wire
636,48,2025-08-01,2025-07-27,611797.98,543516.57,66716.33,1565.08,10,GBP,Check
637,48,2025-10-16,2025-10-21,577067.31,492353.89,83141.41,1572.01,0,GBP,ACH
638,48,2026-01-11,2026-01-15,175157.82,114217.65,59290.95,1649.22,1,GBP,Check
639,48,2026-04-08,2026-04-11,405182.14,354730.13,50327.24,124.77,2,GBP,ACH
640,48,2026-07-10,2026-07-05,203623.21,108456.09,94060.3,1106.82,10,GBP,Check
641,48,2026-09-24,2026-09-29,490132.05,436381.38,51878.45,1872.22,0,GBP,ACH
642,48,2026-12-19,2026-12-24,80710.15,25581.01,53224.06,1905.08,0,GBP,Wire
643,48,2027-03-20,2027-03-20,423512.45,357873.56,63670.19,1968.7,5,GBP,Check
644,48,2027-06-09,2027-06-14,408376.91,333011.48,75268.74,96.69,0,GBP,ACH
645,48,2027-09-04,2027-09-08,441526.94,376990.79,63622.55,913.6,1,GBP,Check
646,48,2027-11-27,2027-12-02,292849.96,233836.6,58677.95,335.41,0,GBP,Check
647,48,2028-02-21,2028-02-26,450438.99,380408.88,69661.27,368.84,0,GBP,Check
648,48,2028-05-17,2028-05-22,864272.82,780016.4,82515.53,1740.89,0,GBP,ACH
649,48,2028-08-12,2028-08-16,287709.88,200935.3,85145.34,1629.24,1,GBP,Check
650,48,2028-11-05,2028-11-10,653960.22,581275.66,71685.19,999.37,0,GBP,Wire
651,48,2029-01-30,2029-02-04,630292.44,559547.85,69985.53,759.06,0,GBP,ACH
652,48,2029-04-26,2029-05-01,281455.19,192129.83,88301.31,1024.05,0,GBP,ACH
653,49,2024-12-20,2024-12-15,2665238.97,2375712.96,288641.82,884.19,10,EUR,Check
654,49,2025-06-16,2025-06-11,1801658.81,1433029.37,366943.46,1685.98,10,EUR,Check
655,49,2025-12-12,2025-12-07,992716.54,664617.11,326704.46,1394.97,10,EUR,ACH
656,49,2026-06-08,2026-06-03,1293392.87,868205.36,424441.05,746.46,10,EUR,Wire
657,49,2026-11-24,2026-11-29,2855952.83,2460299.76,394600.29,1052.78,0,EUR,ACH
658,49,2027-05-26,2027-05-26,1227633.44,1005361.27,221539.44,732.73,5,EUR,Check
659,49,2027-11-16,2027-11-21,755367.12,380926.25,373510.36,930.51,0,EUR,ACH
660,49,2028-05-12,2028-05-17,1838002.86,1512612.93,324178.65,1211.28,0,EUR,ACH
661,49,2028-11-07,2028-11-12,1762632.08,1509620.28,252250.22,761.58,0,EUR,Check
662,50,2023-07-03,2023-07-03,326379.1,75392.7,250544.74,441.66,5,GBP,Wire
663,50,2023-10-18,2023-10-21,1427600.83,1158601.21,268046.49,953.13,2,GBP,Check
664,50,2024-02-04,2024-02-08,782482.16,598607.7,182306.46,1568.0,1,GBP,ACH
665,50,2024-05-28,2024-05-28,1696132.59,1439378.93,255146.44,1607.22,5,GBP,Check
666,50,2024-09-21,2024-09-16,816268.88,602261.24,212407.84,1599.8,10,GBP,Check
667,50,2025-01-01,2025-01-04,678905.28,416692.39,260510.93,1701.96,2,GBP,ACH
668,50,2025-04-21,2025-04-24,284719.69,12190.46,271113.8,1415.43,2,GBP,Check
669,50,2025-08-08,2025-08-13,1276632.79,1053906.64,222056.74,669.41,0,GBP,Wire
670,50,2025-12-06,2025-12-01,944908.04,624692.49,320196.42,19.13,10,GBP,Wire
671,50,2026-03-21,2026-03-21,663555.84,454405.72,208576.18,573.94,5,GBP,Check
672,50,2026-07-07,2026-07-10,1374596.16,1049171.84,323828.66,1595.66,2,GBP,Check
673,50,2026-11-02,2026-10-28,1655066.44,1422210.39,232275.98,580.07,10,GBP,Wire
674,50,2027-02-15,2027-02-15,567280.37,269802.34,297015.41,462.62,5,GBP,Wire
675,50,2027-06-06,2027-06-06,1570202.55,1265890.25,302989.77,1322.53,5,GBP,Check
676,51,2023-06-20,2023-06-25,4261192.33,3967564.47,292984.22,643.64,0,USD,ACH
677,51,2023-09-19,2023-09-24,1171440.39,961210.99,208936.4,1293.0,0,USD,Wire
678,51,2023-12-22,2023-12-25,1521357.21,1372451.87,147458.57,1446.77,2,USD,ACH
679,51,2024-03-30,2024-03-25,2055129.23,1778196.99,276107.94,824.3,10,USD,Wire
680,51,2024-06-20,2024-06-25,1434677.01,1205585.9,228965.67,125.44,0,USD,Check
681,51,2024-09-29,2024-09-24,1537908.4,1342938.23,193926.39,1043.78,10,USD,ACH
682,51,2024-12-22,2024-12-25,384185.49,180834.18,202942.66,408.65,2,USD,ACH
683,51,2025-03-26,2025-03-26,1531526.92,1298436.26,231286.35,1804.31,5,USD,Wire
684,51,2025-06-21,2025-06-26,2309659.4,2074047.81,233910.71,1700.88,0,USD,Check
685,51,2025-09-25,2025-09-25,2231096.15,1983095.01,246877.42,1123.72,5,USD,Wire
686,51,2025-12-21,2025-12-26,545837.71,381353.92,164005.84,477.95,0,USD,Check
687,52,2025-02-14,2025-02-19,570609.59,134942.11,434553.82,1113.66,0,EUR,Wire
688,52,2025-10-03,2025-09-28,1149948.2,740545.32,408999.44,403.44,10,EUR,ACH
689,52,2026-05-03,2026-05-08,1445266.05,1204705.42,240191.83,368.8,0,EUR,Wire
690,52,2026-12-11,2026-12-15,401353.88,87187.63,313573.69,592.56,1,EUR,Wire
691,52,2027-07-20,2027-07-25,1737806.07,1459717.44,276993.21,1095.42,0,EUR,Wire
692,52,2028-02-26,2028-03-02,2233704.92,1865039.52,367401.11,1264.29,0,EUR,Wire
693,52,2028-10-10,2028-10-10,2429754.14,1971740.28,457137.2,876.66,5,EUR,Check
694,52,2029-05-15,2029-05-19,1907120.43,1578488.62,327477.99,1153.82,1,EUR,ACH
695,52,2029-12-22,2029-12-27,2267278.73,1883365.11,382377.74,1535.88,0,EUR,Wire
696,53,2025-02-19,2025-02-22,425395.2,351361.61,72944.3,1089.29,2,GBP,ACH
697,53,2025-04-17,2025-04-12,369320.14,298708.72,69566.93,1044.49,10,GBP,ACH
698,53,2025-05-28,2025-05-31,862130.08,788568.98,72702.7,858.4,2,GBP,Check
699,53,2025-07-25,2025-07-20,885471.4,807753.44,77016.27,701.69,10,GBP,Check
700,53,2025-09-02,2025-09-07,91723.68,25978.0,64965.88,779.8,0,GBP,ACH
701,53,2025-10-31,2025-10-26,997494.37,901310.2,96061.23,122.94,10,GBP,ACH
702,53,2025-12-20,2025-12-15,896572.1,794350.5,100692.12,1529.48,10,GBP,Wire
703,53,2026-01-29,2026-02-02,541105.77,435190.41,105032.94,882.42,1,GBP,Wire
704,53,2026-03-18,2026-03-23,183228.29,125651.84,56411.2,1165.25,0,GBP,Check
705,53,2026-05-17,2026-05-12,491860.47,384985.15,106006.32,869.0,10,GBP,Wire
706,53,2026-06-25,2026-06-30,865313.18,784984.85,79384.48,943.85,0,GBP,Check
707,53,2026-08-18,2026-08-18,629026.2,561815.47,66565.11,645.62,5,GBP,ACH
708,53,2026-10-02,2026-10-07,645790.5,550576.19,94420.91,793.4,0,GBP,Check
709,53,2026-11-25,2026-11-25,905447.42,821536.7,83414.57,496.15,5,GBP,Check
710,53,2027-01-08,2027-01-13,720212.43,621652.33,97908.59,651.51,0,GBP,Wire
711,53,2027-03-04,2027-03-04,997894.03,895322.79,101671.92,899.32,5,GBP,Wire
712,53,2027-04-17,2027-04-22,106819.97,41667.8,64817.32,334.85,0,GBP,ACH
713,53,2027-06-06,2027-06-10,198790.19,139332.04,58627.47,830.68,1,GBP,ACH
714,53,2027-07-27,2027-07-30,693099.91,612124.92,79788.48,1186.51,2,GBP,Wire
715,54,2024-11-10,2024-11-15,2088341.13,1755290.38,331197.03,1853.72,0,USD,ACH
716,54,2025-02-28,2025-03-03,1514552.95,1224652.69,289694.23,206.03,2,USD,ACH
717,54,2025-06-15,2025-06-20,2762818.23,2493430.67,268684.34,703.22,0,USD,Check
718,54,2025-10-06,2025-10-06,1583669.56,1300069.5,282803.04,797.02,5,USD,Check
719,54,2026-01-18,2026-01-23,2734238.0,2513137.44,219617.02,1483.54,0,USD,Wire
720,54,2026-05-12,2026-05-12,2049184.05,1883039.27,164510.36,1634.42,5,USD,Check
721,54,2026-08-23,2026-08-28,1630573.87,1452195.1,177271.3,1107.47,0,USD,Check
722,54,2026-12-15,2026-12-15,2583875.97,2405179.42,177848.63,847.92,5,USD,Wire
723,54,2027-03-30,2027-04-02,1400751.49,1246613.54,152938.7,1199.25,2,USD,Wire
724,54,2027-07-15,2027-07-20,3591358.43,3313769.25,276748.25,840.93,0,USD,Wire
725,54,2027-11-01,2027-11-06,1202565.72,997384.85,204743.31,437.56,0,USD,Wire
726,54,2028-02-19,2028-02-22,3879506.42,3620469.74,257798.36,1238.32,2,USD,Check
727,54,2028-06-07,2028-06-10,2105987.32,1914471.0,189702.38,1813.94,2,USD,Check
728,54,2028-09-21,2028-09-26,2131579.22,1875540.5,254182.25,1856.47,0,USD,ACH
729,54,2029-01-08,2029-01-13,543809.92,379934.68,162134.82,1740.42,0,USD,Check
730,54,2029-05-07,2029-05-02,2403150.02,2205097.94,196725.1,1326.98,10,USD,Check
731,55,2025-03-28,2025-04-02,3126781.82,2788931.03,337378.6,472.19,0,EUR,ACH
732,55,2026-06-25,2026-06-28,552105.38,148638.67,403059.06,407.65,2,EUR,Wire
733,55,2027-09-20,2027-09-24,1550737.34,1199000.47,350006.49,1730.38,1,EUR,Check
734,55,2028-12-15,2028-12-19,3870425.93,3458552.47,411802.04,71.42,1,EUR,ACH
735,55,2030-03-12,2030-03-17,829898.35,497256.2,330677.88,1964.27,0,EUR,ACH
736,56,2023-11-22,2023-11-27,384984.85,300257.55,83285.94,1441.36,0,GBP,Check
737,56,2024-02-15,2024-02-18,113731.18,35146.06,76711.33,1873.79,2,GBP,Wire
738,56,2024-05-07,2024-05-11,704000.84,595821.72,107570.91,608.21,1,GBP,Check
739,56,2024-08-07,2024-08-02,78138.3,9158.83,67707.65,1271.82,10,GBP,Wire
740,56,2024-10-19,2024-10-24,484473.66,394061.1,88545.09,1867.47,0,GBP,Wire
741,56,2025-01-11,2025-01-16,605232.36,488778.45,114888.71,1565.2,0,GBP,ACH
742,56,2025-04-04,2025-04-09,328375.76,233096.37,94236.72,1042.67,0,GBP,Wire
743,56,2025-06-26,2025-07-01,644610.03,554114.03,89545.27,950.73,0,GBP,ACH
744,56,2025-09-19,2025-09-22,435951.62,367781.57,66732.8,1437.25,2,GBP,Check
745,56,2025-12-09,2025-12-14,184361.5,80360.63,102178.51,1822.36,0,GBP,ACH
746,56,2026-03-08,2026-03-08,474821.33,358813.73,114474.67,1532.93,5,GBP,ACH
747,56,2026-06-04,2026-05-30,443362.84,333047.23,110009.17,306.44,10,GBP,Check
748,56,2026-08-16,2026-08-21,344432.99,259145.45,83583.96,1703.58,0,GBP,Wire
749,56,2026-11-12,2026-11-12,147219.92,60976.16,85286.87,956.89,5,GBP,ACH
750,56,2027-01-29,2027-02-03,242997.27,131022.26,110045.61,1929.4,0,GBP,ACH
751,56,2027-04-23,2027-04-28,318937.65,223633.13,95224.24,80.28,0,GBP,Check
752,57,2023-05-05,2023-05-08,862895.57,633355.01,228029.57,1510.99,2,EUR,Wire
753,57,2023-06-14,2023-06-19,639190.23,486459.51,152211.41,519.31,0,EUR,Check
754,57,2023-07-26,2023-07-31,1509423.38,1319244.15,188759.23,1420.0,0,EUR,ACH
755,57,2023-09-07,2023-09-12,1703891.56,1544182.61,159698.6,10.35,0,EUR,Check
756,57,2023-10-19,2023-10-24,642722.83,446385.58,195380.97,956.28,0,EUR,Check
757,57,2023-12-02,2023-12-05,237363.6,42856.56,193846.05,660.99,2,EUR,ACH
758,57,2024-01-17,2024-01-17,2727132.49,2543477.0,182584.7,1070.79,5,EUR,Wire
759,57,2024-02-28,2024-02-28,168008.25,37077.03,130672.35,258.87,5,EUR,ACH
760,57,2024-04-08,2024-04-11,1533676.35,1323482.85,208467.78,1725.72,2,EUR,ACH
761,57,2024-05-18,2024-05-23,3232011.64,3006138.73,223979.42,1893.49,0,EUR,Wire
762,57,2024-06-29,2024-07-04,839501.98,647701.96,190194.49,1605.53,0,EUR,ACH
763,57,2024-08-16,2024-08-16,2824526.26,2596016.62,228447.2,62.44,5,EUR,Wire
764,57,2024-09-24,2024-09-27,387072.83,108251.13,278391.42,430.28,2,EUR,Wire
765,57,2024-11-09,2024-11-09,1191666.38,1034824.93,155902.0,939.45,5,EUR,ACH
766,57,2024-12-16,2024-12-21,1280061.41,1033999.3,245865.72,196.39,0,EUR,ACH
767,57,2025-01-28,2025-02-01,2402866.45,2182122.5,218916.85,1827.1,1,EUR,Check
768,57,2025-03-12,2025-03-16,1008298.9,870777.72,137067.59,453.59,1,EUR,Wire
769,57,2025-04-23,2025-04-27,2857570.25,2647220.3,209337.64,1012.31,1,EUR,Check
770,57,2025-06-04,2025-06-09,3451417.6,3206354.19,244756.83,306.58,0,EUR,Check
771,58,2023-01-06,2023-01-11,3359644.76,2894547.7,463922.44,1174.62,0,GBP,Wire
772,58,2023-06-14,2023-06-09,2372472.72,2095200.71,275938.48,1333.53,10,GBP,ACH
773,58,2023-11-01,2023-11-06,1802292.04,1424932.02,376778.76,581.26,0,GBP,Wire
774,58,2024-03-30,2024-04-04,1734515.0,1275036.65,459206.46,271.89,0,GBP,ACH
775,58,2024-09-01,2024-09-01,692620.08,417708.8,273187.87,1723.41,5,GBP,Wire
776,58,2025-01-26,2025-01-29,3567259.47,3147774.36,418626.59,858.52,2,GBP,Wire
777,58,2025-06-23,2025-06-28,3040310.16,2674149.87,365824.97,335.32,0,GBP,Check
778,59,2023-12-10,2023-12-05,2890094.87,2649138.37,239347.81,1608.69,10,GBP,Check
779,59,2024-02-15,2024-02-20,1103573.42,859513.09,242821.67,1238.66,0,GBP,Check
780,59,2024-05-03,2024-05-08,1442506.05,1147105.12,293509.98,1890.95,0,GBP,Check
781,59,2024-07-22,2024-07-25,3260353.11,2994133.52,264574.27,1645.32,2,GBP,Wire
782,59,2024-10-06,2024-10-11,4069576.59,3725389.79,343525.37,661.43,0,GBP,Check
783,59,2024-12-24,2024-12-28,1442599.78,1153811.54,287914.02,874.22,1,GBP,Check
784,59,2025-03-11,2025-03-16,1351893.75,1026036.95,324550.69,1306.11,0,GBP,ACH
785,59,2025-06-07,2025-06-02,4199148.49,3886146.86,311906.91,1094.72,10,GBP,Wire
786,59,2025-08-24,2025-08-19,3288175.81,2957278.49,330137.09,760.23,10,GBP,ACH
787,59,2025-10-31,2025-11-05,2824955.06,2541128.36,282527.04,1299.66,0,GBP,Check
788,59,2026-01-27,2026-01-22,1460855.65,1126350.62,334059.76,445.27,10,GBP,Wire
789,59,2026-04-15,2026-04-10,454997.59,196032.1,258021.01,944.48,10,GBP,ACH
790,59,2026-07-02,2026-06-27,2174708.06,1931012.45,242241.86,1453.75,10,GBP,Wire
791,59,2026-09-09,2026-09-13,1707321.32,1469625.95,237195.94,499.43,1,GBP,Check
792,59,2026-11-25,2026-11-30,1814726.79,1624298.58,190241.09,187.12,0,GBP,ACH
793,59,2027-02-21,2027-02-16,955753.23,680383.36,274249.45,1120.42,10,GBP,Check
794,59,2027-05-01,2027-05-05,1560361.07,1315370.64,244654.22,336.21,1,GBP,Wire
795,59,2027-07-18,2027-07-22,2225800.77,1981959.75,243765.89,75.13,1,GBP,ACH
796,60,2024-11-28,2024-12-03,630725.79,115177.86,515307.42,240.51,0,GBP,ACH
797,60,2024-12-19,2024-12-24,2092300.07,1670665.62,421546.83,87.62,0,GBP,ACH
798,60,2025-01-12,2025-01-15,1176099.83,670186.84,504698.63,1214.36,2,GBP,Wire
799,60,2025-02-11,2025-02-06,2626274.76,2155871.31,468760.61,1642.84,10,GBP,Check
800,60,2025-02-22,2025-02-27,2384269.63,1918505.17,463972.45,1792.01,0,GBP,Check
801,60,2025-03-16,2025-03-21,523950.44,122324.62,401374.49,251.33,0,GBP,Wire
802,60,2025-04-07,2025-04-12,1465438.77,873677.26,591154.27,607.24,0,GBP,ACH
803,60,2025-04-28,2025-05-03,3405602.52,2798749.41,606310.04,543.07,0,GBP,Check
804,60,2025-05-20,2025-05-25,2152036.38,1748888.76,402651.98,495.64,0,GBP,ACH
805,60,2025-06-11,2025-06-16,1802795.7,1382125.13,419159.21,1511.36,0,GBP,ACH
806,60,2025-07-07,2025-07-07,1102319.01,513706.97,587149.63,1462.41,5,GBP,Check
807,60,2025-07-24,2025-07-29,807795.36,42134.6,764014.85,1645.91,0,GBP,Check
808,60,2025-08-20,2025-08-20,1123709.61,507534.77,615125.84,1049.0,5,GBP,Check
809,60,2025-09-05,2025-09-10,1589843.46,1166688.51,422910.43,244.52,0,GBP,Wire
810,60,2025-10-07,2025-10-02,2692678.47,2188526.79,504100.69,50.99,10,GBP,Check
811,60,2025-10-19,2025-10-24,3384612.45,2631058.67,752387.45,1166.33,0,GBP,Wire
812,60,2025-11-09,2025-11-14,1698047.48,1124935.89,572169.43,942.16,0,GBP,Check
813,60,2025-12-06,2025-12-06,801235.39,359812.15,440103.62,1319.62,5,GBP,Check
814,60,2025-12-23,2025-12-28,2379679.39,1735744.25,642775.98,1159.16,0,GBP,Check
815,61,2022-10-25,2022-10-20,376491.48,197486.47,177833.81,1171.2,10,GBP,ACH
816,61,2023-04-07,2023-04-12,244671.89,52005.22,190744.68,1921.99,0,GBP,ACH
817,61,2023-10-09,2023-10-04,287017.22,139459.31,145758.67,1799.24,10,GBP,Wire
818,61,2024-03-23,2024-03-27,467721.06,319797.76,146330.43,1592.87,1,GBP,Check
819,61,2024-09-13,2024-09-18,713746.01,541777.5,170580.1,1388.41,0,GBP,Wire
820,62,2024-11-11,2024-11-06,1411427.25,1264410.17,145975.51,1041.57,10,GBP,ACH
821,62,2024-12-23,2024-12-28,557575.04,452108.76,104132.97,1333.31,0,GBP,Wire
822,62,2025-02-19,2025-02-19,554147.3,422332.98,130094.74,1719.58,5,GBP,Wire
823,62,2025-04-10,2025-04-13,193472.83,108501.72,83611.05,1360.06,2,GBP,ACH
824,62,2025-05-31,2025-06-05,455567.87,317376.36,136590.29,1601.22,0,GBP,Wire
825,62,2025-07-24,2025-07-28,629127.34,537211.62,91673.2,242.52,1,GBP,ACH
826,62,2025-09-16,2025-09-19,986169.51,857262.47,128732.47,174.57,2,GBP,ACH
827,62,2025-11-08,2025-11-11,681149.28,563456.37,115919.26,1773.65,2,GBP,ACH
828,62,2025-12-28,2026-01-02,177408.08,82025.78,93864.75,1517.55,0,GBP,Wire
829,62,2026-02-20,2026-02-24,201395.87,122152.65,77843.0,1400.22,1,GBP,Wire
830,62,2026-04-13,2026-04-18,574583.67,489037.12,84700.11,846.44,0,GBP,Check
831,62,2026-06-15,2026-06-10,865197.35,719164.9,144578.8,1453.65,10,GBP,Check
832,62,2026-07-29,2026-08-02,749037.57,620404.81,128233.36,399.4,1,GBP,Check
833,62,2026-09-24,2026-09-24,1453809.46,1306237.62,145886.3,1685.54,5,GBP,ACH
834,62,2026-11-12,2026-11-16,190338.31,44260.17,144573.45,1504.69,1,GBP,Wire
835,63,2024-02-02,2024-02-05,373355.16,139412.35,233711.35,231.46,2,GBP,ACH
836,63,2024-04-13,2024-04-13,518294.32,343807.9,173992.42,494.0,5,GBP,Wire
837,63,2024-06-26,2024-06-21,352895.35,142308.36,210304.37,282.62,10,GBP,Wire
838,63,2024-08-23,2024-08-28,1610007.26,1270586.97,339151.6,268.69,0,GBP,ACH
839,63,2024-11-10,2024-11-05,408316.37,79541.74,328587.75,186.88,10,GBP,ACH
840,63,2025-01-09,2025-01-12,359642.38,96001.27,262338.46,1302.65,2,GBP,Check
841,63,2025-03-22,2025-03-22,934492.06,687212.28,246069.61,1210.17,5,GBP,ACH
842,63,2025-05-26,2025-05-29,566732.86,359439.92,205933.37,1359.57,2,GBP,Wire
843,63,2025-08-11,2025-08-06,553044.4,284938.26,267279.07,827.07,10,GBP,Check
844,63,2025-10-09,2025-10-14,477696.64,184128.32,293518.8,49.52,0,GBP,Wire
845,63,2025-12-16,2025-12-21,844591.88,623131.68,220218.55,1241.65,0,GBP,ACH
846,63,2026-02-28,2026-02-28,917483.46,745140.82,170996.83,1345.81,5,GBP,ACH
847,63,2026-05-07,2026-05-07,391694.17,53051.32,336769.9,1872.95,5,GBP,ACH
848,63,2026-07-10,2026-07-15,985942.8,744310.5,239714.35,1917.95,0,GBP,Wire
849,63,2026-09-17,2026-09-21,1079986.05,880901.19,198609.9,474.96,1,GBP,Wire
850,63,2026-11-26,2026-11-29,731104.65,548159.22,181140.77,1804.66,2,GBP,Check
851,63,2027-02-06,2027-02-06,1274939.34,999077.33,274507.66,1354.35,5,GBP,Check
852,64,2024-09-18,2024-09-23,819479.57,709875.1,109413.43,191.04,0,USD,Wire
853,64,2024-12-02,2024-12-06,330173.55,199426.66,130085.78,661.11,1,USD,Wire
854,64,2025-02-14,2025-02-19,756726.37,639595.37,116874.59,256.41,0,USD,Wire
855,64,2025-05-01,2025-05-05,159584.13,28060.53,131444.85,78.75,1,USD,Check
856,64,2025-07-13,2025-07-18,1672166.91,1501009.78,170020.05,1137.08,0,USD,Wire
857,64,2025-10-06,2025-10-01,879065.78,779155.98,98668.65,1241.15,10,USD,Wire
858,64,2025-12-12,2025-12-15,1499888.61,1369959.37,129774.28,154.96,2,USD,Check
859,64,2026-02-24,2026-02-28,602353.15,448853.09,152803.9,696.16,1,USD,ACH
860,64,2026-05-08,2026-05-13,1040503.47,909379.7,129615.96,1507.81,0,USD,ACH
861,64,2026-07-23,2026-07-27,1062766.87,902979.17,159134.88,652.82,1,USD,Check
862,64,2026-10-07,2026-10-10,1188509.59,1063268.09,123561.79,1679.71,2,USD,ACH
863,64,2026-12-18,2026-12-23,1076926.86,925043.52,150061.64,1821.7,0,USD,Wire
864,64,2027-03-13,2027-03-08,598774.91,496742.79,101263.7,768.42,10,USD,Wire
865,64,2027-05-18,2027-05-22,882692.91,727999.56,153953.22,740.13,1,USD,Check
866,64,2027-08-10,2027-08-05,493707.99,365444.25,128099.52,164.22,10,USD,Wire
867,64,2027-10-14,2027-10-18,646684.25,524331.34,122014.09,338.82,1,USD,Wire
868,64,2028-01-01,2028-01-01,847474.2,729997.26,115566.71,1910.23,5,USD,ACH
869,64,2028-03-11,2028-03-16,935902.91,761057.67,173046.63,1798.61,0,USD,Wire
870,64,2028-05-27,2028-05-30,610267.37,488682.54,121498.43,86.4,2,USD,Check
871,65,2024-09-01,2024-09-06,1776469.98,1465040.21,310683.99,745.78,0,GBP,ACH
872,65,2024-11-26,2024-11-26,1573396.7,1227622.1,344327.31,1447.29,5,GBP,Wire
